ID	adj.P.Val	P.Value	t	B	logFC	Gene	SPOT_ID
NEUROD4	5.67E-01	3.97E-01	0.851906	-6.10882	0.01053987	NEUROD4	
LOC644806	5.67E-01	3.97E-01	-0.851901	-6.10882	-0.01261261	LOC644806	
EED	5.67E-01	3.97E-01	0.8519	-6.10882	0.03117233	EED	
BTG3	5.67E-01	3.97E-01	-0.851726	-6.10897	-0.0569285	BTG3	
LOC100134660	5.67E-01	3.97E-01	-0.851725	-6.10897	-0.01206599	LOC100134660	
HS.543437	5.67E-01	3.97E-01	0.851594	-6.10908	0.01154136	HS.543437	
SCGB1C1	5.67E-01	3.97E-01	-0.851586	-6.10908	-0.01315725	SCGB1C1	
PLA2G15	5.67E-01	3.97E-01	-0.851554	-6.10911	-0.03573541	PLA2G15	
LOC650646	5.67E-01	3.97E-01	-0.851543	-6.10912	-0.14358115	LOC650646	
SCYL1	5.67E-01	3.97E-01	0.85152	-6.10914	0.04277354	SCYL1	
HS.164409	5.67E-01	3.97E-01	0.851212	-6.1094	0.03708309	HS.164409	
LOC646010	5.67E-01	3.97E-01	0.850848	-6.1097	0.01145688	LOC646010	
HS.543054	5.68E-01	3.98E-01	0.850719	-6.10981	0.00911181	HS.543054	
HS.126160	5.68E-01	3.98E-01	-0.850515	-6.10998	-0.01153375	HS.126160	
CSF2RB	5.68E-01	3.98E-01	-0.850326	-6.11013	-0.01687159	CSF2RB	
MIR550-2	5.68E-01	3.98E-01	0.850187	-6.11025	0.01044634	MIR550-2	
DUSP5P	5.68E-01	3.98E-01	-0.850055	-6.11036	-0.03054212	DUSP5P	
LOC644021	5.68E-01	3.98E-01	-0.849995	-6.11041	-0.01172066	LOC644021	
LOC730268	5.68E-01	3.98E-01	0.849982	-6.11042	0.0075096	LOC730268	
LOC651113	5.68E-01	3.98E-01	0.849933	-6.11046	0.00979869	LOC651113	
LOC729619	5.68E-01	3.98E-01	0.849881	-6.1105	0.00970283	LOC729619	
LOC729967	5.68E-01	3.98E-01	-0.849773	-6.11059	-0.01179834	LOC729967	
FDXACB1	5.68E-01	3.98E-01	-0.849721	-6.11064	-0.02411708	FDXACB1	
PRODH	5.68E-01	3.98E-01	0.849602	-6.11074	0.16176369	PRODH	
ZKSCAN2	5.68E-01	3.98E-01	0.849452	-6.11086	0.03705696	ZKSCAN2	
ANKRD28	5.68E-01	3.98E-01	-0.849411	-6.1109	-0.03495601	ANKRD28	
LOC729683	5.68E-01	3.98E-01	0.849248	-6.11103	0.01676568	LOC729683	
STX5	5.68E-01	3.98E-01	0.849145	-6.11112	0.04647877	STX5	
BET3L	5.68E-01	3.98E-01	-0.849141	-6.11112	-0.01043105	BET3L	
LOC650458	5.68E-01	3.98E-01	0.849104	-6.11115	0.01780119	LOC650458	
LOC728323	5.69E-01	3.99E-01	0.848886	-6.11133	0.04042079	LOC728323	
LOC100128695	5.69E-01	3.99E-01	0.848812	-6.11139	0.00885509	LOC100128695	
LOC730924	5.69E-01	3.99E-01	-0.848695	-6.11149	-0.01134259	LOC730924	
CNGA1	5.69E-01	3.99E-01	0.84869	-6.1115	0.01111602	CNGA1	
PHLDA2	5.69E-01	3.99E-01	-0.848412	-6.11173	-0.02183033	PHLDA2	
HS.542407	5.69E-01	3.99E-01	0.848259	-6.11185	0.00803596	HS.542407	
LOC642103	5.69E-01	3.99E-01	0.848251	-6.11186	0.01311817	LOC642103	
LOC646754	5.69E-01	3.99E-01	0.848172	-6.11193	0.00671433	LOC646754	
LOC650950	5.69E-01	3.99E-01	0.848139	-6.11195	0.02210433	LOC650950	
AAAS	5.69E-01	3.99E-01	0.84803	-6.11204	0.03630054	AAAS	NA
HS2ST1	5.69E-01	3.99E-01	-0.847997	-6.11207	-0.04956653	HS2ST1	
SLC14A2	5.69E-01	3.99E-01	-0.847974	-6.11209	-0.01093567	SLC14A2	
LOC652742	5.69E-01	3.99E-01	0.847933	-6.11212	0.00944207	LOC652742	
LOC402279	5.69E-01	3.99E-01	-0.847812	-6.11222	-0.00942649	LOC402279	
CCL23	5.69E-01	3.99E-01	0.847488	-6.11249	0.0084403	CCL23	
LUZP1	5.69E-01	3.99E-01	0.847451	-6.11253	0.06585661	LUZP1	
LOC643493	5.69E-01	3.99E-01	-0.847363	-6.1126	-0.00855968	LOC643493	
HNRNPH1	5.69E-01	3.99E-01	-0.847348	-6.11261	-0.09923123	HNRNPH1	
GAMT	5.69E-01	3.99E-01	0.847231	-6.11271	0.0635883	GAMT	
HS.378070	5.69E-01	4.00E-01	0.847189	-6.11274	0.01084508	HS.378070	
LOC642918	5.69E-01	4.00E-01	-0.847114	-6.1128	-0.00951482	LOC642918	
LOC144817	5.69E-01	4.00E-01	0.847058	-6.11285	0.01577954	LOC144817	
PHF13	5.69E-01	4.00E-01	0.847051	-6.11286	0.03841188	PHF13	
C10ORF111	5.70E-01	4.00E-01	0.84688	-6.113	0.02452003	C10ORF111	
PDYN	5.70E-01	4.00E-01	-0.846774	-6.11309	-0.09502176	PDYN	
AOF2	5.70E-01	4.00E-01	-0.846566	-6.11326	-0.04741662	AOF2	
KIAA0889	5.70E-01	4.00E-01	-0.846545	-6.11328	-0.01775798	KIAA0889	
ILDR1	5.70E-01	4.00E-01	-0.846525	-6.11329	-0.01162672	ILDR1	
PTCD1	5.70E-01	4.00E-01	0.846358	-6.11343	0.04787656	PTCD1	
LOC391746	5.70E-01	4.00E-01	0.846353	-6.11344	0.0109291	LOC391746	
CALCA	5.70E-01	4.00E-01	-0.846038	-6.1137	-0.00787741	CALCA	
CLEC4A	5.70E-01	4.00E-01	0.846015	-6.11372	0.02148696	CLEC4A	
FAM126A	5.70E-01	4.00E-01	-0.845955	-6.11377	-0.00932729	FAM126A	
OR7A5	5.70E-01	4.00E-01	0.845944	-6.11377	0.05597704	OR7A5	
CLCA3	5.70E-01	4.00E-01	0.845939	-6.11378	0.011586	CLCA3	
LOC399978	5.70E-01	4.00E-01	0.845853	-6.11385	0.01156029	LOC399978	
HS.562641	5.70E-01	4.00E-01	0.845798	-6.1139	0.01069032	HS.562641	
ASAH2B	5.70E-01	4.00E-01	-0.845764	-6.11392	-0.00720541	ASAH2B	
ZFYVE21	5.70E-01	4.00E-01	0.845727	-6.11395	0.0523338	ZFYVE21	
LOC643740	5.70E-01	4.00E-01	-0.845535	-6.11411	-0.00979233	LOC643740	
C6ORF136	5.70E-01	4.00E-01	-0.845498	-6.11414	-0.05501621	C6ORF136	
HS.22049	5.70E-01	4.00E-01	-0.845456	-6.11418	-0.00965718	HS.22049	
C8ORF62	5.70E-01	4.00E-01	0.84542	-6.11421	0.00897525	C8ORF62	
C6ORF103	5.70E-01	4.00E-01	0.845397	-6.11423	0.0101748	C6ORF103	
LOC653753	5.70E-01	4.01E-01	0.845378	-6.11424	0.00748098	LOC653753	
LOC100128548	5.70E-01	4.01E-01	-0.845361	-6.11426	-0.0119569	LOC100128548	
RABL2A	5.70E-01	4.01E-01	-0.845358	-6.11426	-0.04500958	RABL2A	
RC3H2	5.70E-01	4.01E-01	-0.845282	-6.11432	-0.04483785	RC3H2	
SLITRK6	5.70E-01	4.01E-01	-0.845243	-6.11436	-0.00987563	SLITRK6	
ZNF207	5.70E-01	4.01E-01	-0.845242	-6.11436	-0.03904041	ZNF207	
TBCD	5.70E-01	4.01E-01	-0.845159	-6.11443	-0.04595822	TBCD	
RNPC3	5.70E-01	4.01E-01	0.845115	-6.11446	0.07504879	RNPC3	
DKFZP761O2018	5.70E-01	4.01E-01	-0.84509	-6.11448	-0.01800173	DKFZP761O2018	
HS.554203	5.70E-01	4.01E-01	0.845004	-6.11455	0.01139824	HS.554203	
C6ORF107	5.70E-01	4.01E-01	0.844948	-6.1146	0.0128036	C6ORF107	
LOC644644	5.70E-01	4.01E-01	0.844872	-6.11466	0.0171636	LOC644644	
LOC653140	5.70E-01	4.01E-01	0.844789	-6.11473	0.01145962	LOC653140	
DTX4	5.70E-01	4.01E-01	-0.844754	-6.11476	-0.01048386	DTX4	
SYTL2	5.70E-01	4.01E-01	0.844734	-6.11478	0.07494173	SYTL2	
CCRL2	5.70E-01	4.01E-01	0.844671	-6.11483	0.01476664	CCRL2	
SLC39A12	5.70E-01	4.01E-01	0.844667	-6.11483	0.15885252	SLC39A12	
LOC646717	5.70E-01	4.01E-01	-0.844626	-6.11487	-0.00886041	LOC646717	
UGT8	5.70E-01	4.01E-01	0.84456	-6.11492	0.09688348	UGT8	
ARTN	5.70E-01	4.01E-01	0.84443	-6.11503	0.00578759	ARTN	
LOC100131187	5.70E-01	4.01E-01	-0.844361	-6.11509	-0.01179704	LOC100131187	
MIR301B	5.70E-01	4.01E-01	0.844265	-6.11517	0.00989117	MIR301B	
SH3BGRL	5.70E-01	4.01E-01	-0.844231	-6.11519	-0.09199461	SH3BGRL	
HS.546177	5.70E-01	4.01E-01	-0.844215	-6.11521	-0.00937159	HS.546177	
CDKN1B	5.70E-01	4.01E-01	-0.844136	-6.11527	-0.08576508	CDKN1B	
FAM48B1	5.70E-01	4.01E-01	0.844132	-6.11527	0.0080244	FAM48B1	
SEC11B	5.70E-01	4.01E-01	-0.844131	-6.11528	-0.01148512	SEC11B	
LOC653108	5.70E-01	4.01E-01	-0.844122	-6.11528	-0.01839077	LOC653108	
LOC644666	5.70E-01	4.01E-01	-0.844098	-6.1153	-0.01091627	LOC644666	
HS.570670	5.71E-01	4.01E-01	-0.843918	-6.11545	-0.00893233	HS.570670	
LOC100129139	5.71E-01	4.01E-01	0.843793	-6.11556	0.00947956	LOC100129139	
ANKS3	5.71E-01	4.01E-01	-0.84362	-6.1157	-0.0324448	ANKS3	
HS.156892	5.71E-01	4.02E-01	-0.843481	-6.11581	-0.0216911	HS.156892	
LOC729919	5.71E-01	4.02E-01	-0.843481	-6.11581	-0.00878354	LOC729919	
TAS2R45	5.71E-01	4.02E-01	-0.84344	-6.11585	-0.01373795	TAS2R45	
LOC343296	5.71E-01	4.02E-01	0.843365	-6.11591	0.01383589	LOC343296	
LOC642154	5.71E-01	4.02E-01	-0.843364	-6.11591	-0.01420409	LOC642154	
HIST1H2AB	5.71E-01	4.02E-01	-0.84326	-6.116	-0.01047416	HIST1H2AB	
C12ORF50	5.71E-01	4.02E-01	0.843157	-6.11608	0.00710286	C12ORF50	
LOC100129427	5.71E-01	4.02E-01	-0.843115	-6.11612	-0.00958151	LOC100129427	
LOC729127	5.71E-01	4.02E-01	-0.843037	-6.11618	-0.01016621	LOC729127	
APEX2	5.71E-01	4.02E-01	-0.842977	-6.11623	-0.03467679	APEX2	
LOC647276	5.71E-01	4.02E-01	-0.842826	-6.11635	-0.03206605	LOC647276	
LOC644491	5.71E-01	4.02E-01	-0.842808	-6.11637	-0.01238511	LOC644491	
S100A2	5.71E-01	4.02E-01	0.842747	-6.11642	0.01185038	S100A2	
LOC100133503	5.71E-01	4.02E-01	-0.842684	-6.11647	-0.01491108	LOC100133503	
C1ORF146	5.71E-01	4.02E-01	-0.842635	-6.11651	-0.00961253	C1ORF146	
HS.98737	5.71E-01	4.02E-01	0.842536	-6.11659	0.01364702	HS.98737	
UBE2V1	5.71E-01	4.02E-01	0.842343	-6.11675	0.00894354	UBE2V1	
LOC652547	5.71E-01	4.02E-01	0.842281	-6.1168	0.00932106	LOC652547	
SLC25A22	5.71E-01	4.02E-01	-0.842255	-6.11683	-0.09952511	SLC25A22	
LOC645529	5.71E-01	4.02E-01	0.842065	-6.11698	0.00867435	LOC645529	
B4GALNT2	5.71E-01	4.02E-01	-0.842052	-6.11699	-0.00903502	B4GALNT2	
LOC642381	5.71E-01	4.02E-01	-0.842009	-6.11703	-0.01171345	LOC642381	
MRPL42	5.71E-01	4.02E-01	0.841993	-6.11704	0.02580431	MRPL42	
LOC100128253	5.71E-01	4.02E-01	-0.841935	-6.11709	-0.00850666	LOC100128253	
YME1L1	5.71E-01	4.02E-01	-0.84189	-6.11713	-0.05994754	YME1L1	
HS.553019	5.72E-01	4.02E-01	0.841828	-6.11718	0.01136595	HS.553019	
LOC100132947	5.72E-01	4.02E-01	0.841807	-6.1172	0.0157872	LOC100132947	
HS.542481	5.72E-01	4.03E-01	-0.841718	-6.11727	-0.01148563	HS.542481	
TAOK3	5.72E-01	4.03E-01	0.841656	-6.11732	0.03319251	TAOK3	
SDPR	5.72E-01	4.03E-01	0.841588	-6.11738	0.10235898	SDPR	
HS.570343	5.72E-01	4.03E-01	0.841356	-6.11757	0.0222751	HS.570343	
ESPL1	5.72E-01	4.03E-01	0.841344	-6.11758	0.01510075	ESPL1	
C19ORF66	5.72E-01	4.03E-01	0.841309	-6.11761	0.07102109	C19ORF66	
LOC646632	5.72E-01	4.03E-01	-0.841116	-6.11776	-0.01653352	LOC646632	
NTF3	5.72E-01	4.03E-01	0.840953	-6.1179	0.01036727	NTF3	
LOC642047	5.72E-01	4.03E-01	0.840842	-6.11799	0.01291845	LOC642047	
HS.554274	5.72E-01	4.03E-01	0.840797	-6.11803	0.01105385	HS.554274	
HCG4P6	5.72E-01	4.03E-01	0.840752	-6.11806	0.01037612	HCG4P6	
LOC647499	5.72E-01	4.03E-01	-0.840535	-6.11824	-0.00956882	LOC647499	
FAM189A1	5.72E-01	4.03E-01	-0.840494	-6.11828	-0.03760121	FAM189A1	
KRT3	5.72E-01	4.03E-01	-0.840488	-6.11828	-0.01526003	KRT3	
LOC652437	5.72E-01	4.03E-01	0.840405	-6.11835	0.01069949	LOC652437	
CHIC2	5.72E-01	4.03E-01	0.840333	-6.11841	0.05607977	CHIC2	
LOC346950	5.72E-01	4.03E-01	0.840127	-6.11858	0.00917811	LOC346950	
HS.580655	5.72E-01	4.03E-01	-0.840023	-6.11866	-0.01121694	HS.580655	
LOC51145	5.72E-01	4.04E-01	0.83991	-6.11876	0.01023851	LOC51145	
WHSC1	5.72E-01	4.04E-01	-0.839833	-6.11882	-0.00833984	WHSC1	
CEP78	5.72E-01	4.04E-01	0.83983	-6.11882	0.03103462	CEP78	
PCK2	5.72E-01	4.04E-01	-0.839824	-6.11883	-0.02636174	PCK2	
GUCY2G	5.72E-01	4.04E-01	0.839816	-6.11884	0.0097273	GUCY2G	
LOC646079	5.73E-01	4.04E-01	0.839695	-6.11893	0.00935677	LOC646079	
WRN	5.73E-01	4.04E-01	-0.839605	-6.11901	-0.02695582	WRN	
HS.550210	5.73E-01	4.04E-01	0.839396	-6.11918	0.01335042	HS.550210	
MEP1A	5.73E-01	4.04E-01	0.839262	-6.11929	0.01022358	MEP1A	
LOC644366	5.73E-01	4.04E-01	0.839259	-6.11929	0.16920834	LOC644366	
LOC642361	5.73E-01	4.04E-01	-0.839247	-6.1193	-0.01223983	LOC642361	
LOC652563	5.73E-01	4.04E-01	0.839213	-6.11933	0.00824686	LOC652563	
LOC641785	5.73E-01	4.04E-01	0.839202	-6.11934	0.01031518	LOC641785	
MRPL17	5.73E-01	4.04E-01	-0.839162	-6.11937	-0.04617537	MRPL17	
KIR3DL2	5.73E-01	4.04E-01	-0.839139	-6.11939	-0.01206681	KIR3DL2	
CCDC129	5.73E-01	4.04E-01	0.839069	-6.11945	0.01631299	CCDC129	
CSNK1G1	5.73E-01	4.04E-01	-0.838999	-6.11951	-0.02831944	CSNK1G1	
LOC100132870	5.73E-01	4.04E-01	0.838874	-6.11961	0.00964049	LOC100132870	
CDKN2D	5.73E-01	4.04E-01	-0.83883	-6.11965	-0.0131921	CDKN2D	
LOC732215	5.73E-01	4.04E-01	-0.838791	-6.11968	-0.01121134	LOC732215	
LOC643503	5.73E-01	4.04E-01	0.838692	-6.11976	0.00859629	LOC643503	
NCBP2	5.73E-01	4.04E-01	-0.838645	-6.1198	-0.03546333	NCBP2	
LOC100130696	5.73E-01	4.04E-01	0.838615	-6.11982	0.01586451	LOC100130696	
LOC134145	5.73E-01	4.04E-01	-0.838403	-6.12	-0.01704103	LOC134145	
MIR593	5.73E-01	4.04E-01	0.838401	-6.12	0.01845356	MIR593	
LOC647661	5.73E-01	4.04E-01	-0.838346	-6.12004	-0.0100606	LOC647661	
LBP	5.73E-01	4.04E-01	-0.838276	-6.1201	-0.01062625	LBP	
KCNK5	5.73E-01	4.04E-01	0.838241	-6.12013	0.01893961	KCNK5	
MIR651	5.73E-01	4.04E-01	0.838208	-6.12016	0.01173376	MIR651	
LOC647156	5.73E-01	4.05E-01	-0.838071	-6.12027	-0.01232965	LOC647156	
HS.129800	5.73E-01	4.05E-01	0.837992	-6.12033	0.01865604	HS.129800	
LOC256880	5.73E-01	4.05E-01	0.837984	-6.12034	0.01115483	LOC256880	
SPATA9	5.73E-01	4.05E-01	0.837847	-6.12045	0.0086557	SPATA9	
FAM106A	5.73E-01	4.05E-01	0.837773	-6.12051	0.00716707	FAM106A	
FETUB	5.73E-01	4.05E-01	0.837725	-6.12055	0.01528771	FETUB	
RCL1	5.73E-01	4.05E-01	-0.837663	-6.1206	-0.02537068	RCL1	
LOC100134320	5.73E-01	4.05E-01	0.837607	-6.12065	0.01236408	LOC100134320	
C9ORF90	5.73E-01	4.05E-01	0.837524	-6.12072	0.03140307	C9ORF90	
ZNF573	5.74E-01	4.05E-01	0.8374	-6.12082	0.05158321	ZNF573	
LOC100133173	5.74E-01	4.05E-01	0.837315	-6.12089	0.01111945	LOC100133173	
LOC650036	5.74E-01	4.05E-01	-0.837209	-6.12098	-0.01749933	LOC650036	
OR51A7	5.74E-01	4.05E-01	-0.837129	-6.12104	-0.00932656	OR51A7	
LOC648164	5.74E-01	4.05E-01	0.83673	-6.12137	0.00935231	LOC648164	
PSCA	5.74E-01	4.05E-01	-0.836433	-6.12161	-0.01183335	PSCA	
LOC652968	5.74E-01	4.05E-01	0.836425	-6.12162	0.0787224	LOC652968	
RFPL1S	5.74E-01	4.06E-01	-0.836303	-6.12172	-0.00998382	RFPL1S	
SPACA1	5.74E-01	4.06E-01	0.836152	-6.12184	0.01087074	SPACA1	
KCNH1	5.74E-01	4.06E-01	-0.836027	-6.12195	-0.04201751	KCNH1	
HS.148130	5.74E-01	4.06E-01	-0.835904	-6.12205	-0.01051389	HS.148130	
PANX2	5.74E-01	4.06E-01	0.835846	-6.12209	0.06174653	PANX2	
XAGE3	5.74E-01	4.06E-01	0.835837	-6.1221	0.00679353	XAGE3	
DPYSL4	5.75E-01	4.06E-01	-0.835513	-6.12237	-0.06462362	DPYSL4	
YIPF4	5.75E-01	4.06E-01	-0.835499	-6.12238	-0.06724085	YIPF4	
LOC643913	5.75E-01	4.06E-01	0.835358	-6.12249	0.01547078	LOC643913	
LOC645332	5.75E-01	4.06E-01	0.835349	-6.1225	0.02745216	LOC645332	
IFT140	5.75E-01	4.06E-01	0.835258	-6.12258	0.03298249	IFT140	
LOC646782	5.75E-01	4.06E-01	0.835178	-6.12264	0.0089939	LOC646782	
CYP2S1	5.75E-01	4.06E-01	0.835105	-6.1227	0.01170749	CYP2S1	
GOT1L1	5.75E-01	4.06E-01	-0.835069	-6.12273	-0.01169877	GOT1L1	
HS.549435	5.75E-01	4.06E-01	-0.835016	-6.12277	-0.01161973	HS.549435	
LMNA	5.75E-01	4.06E-01	0.834849	-6.12291	0.07493053	LMNA	
CTRB1	5.75E-01	4.06E-01	0.834655	-6.12307	0.01464344	CTRB1	
APOL4	5.75E-01	4.07E-01	-0.834596	-6.12312	-0.00842035	APOL4	
EIF3D	5.75E-01	4.07E-01	0.8345	-6.1232	0.04635664	EIF3D	
LOC646700	5.75E-01	4.07E-01	-0.834495	-6.1232	-0.01401705	LOC646700	
THEX1	5.75E-01	4.07E-01	0.834475	-6.12322	0.01898798	THEX1	
CYP2A6	5.75E-01	4.07E-01	0.834208	-6.12343	0.00967728	CYP2A6	
SNORD36C	5.75E-01	4.07E-01	-0.834178	-6.12346	-0.02354379	SNORD36C	
KLHL23	5.75E-01	4.07E-01	-0.834094	-6.12353	-0.02573195	KLHL23	
GIF	5.75E-01	4.07E-01	0.834092	-6.12353	0.01161201	GIF	
FBXO10	5.75E-01	4.07E-01	-0.833996	-6.12361	-0.00990223	FBXO10	
BMPR1B	5.76E-01	4.07E-01	-0.833817	-6.12375	-0.01420479	BMPR1B	
LOC644948	5.76E-01	4.07E-01	0.833539	-6.12398	0.00966536	LOC644948	
GSX2	5.76E-01	4.07E-01	-0.833439	-6.12406	-0.00960886	GSX2	
UHRF1BP1	5.76E-01	4.07E-01	-0.833433	-6.12407	-0.03158785	UHRF1BP1	
CNTN5	5.76E-01	4.07E-01	-0.833396	-6.1241	-0.00854535	CNTN5	
DDRGK1	5.76E-01	4.07E-01	-0.833292	-6.12418	-0.03718404	DDRGK1	
OR5J2	5.76E-01	4.07E-01	-0.833207	-6.12425	-0.00920596	OR5J2	
PRR11	5.76E-01	4.07E-01	-0.833104	-6.12434	-0.01038768	PRR11	
CDKL5	5.76E-01	4.08E-01	0.83276	-6.12462	0.00686187	CDKL5	
LRAP	5.76E-01	4.08E-01	0.832749	-6.12463	0.06316262	LRAP	
DSCR10	5.76E-01	4.08E-01	-0.8327	-6.12467	-0.01934969	DSCR10	
SCNN1A	5.76E-01	4.08E-01	0.832567	-6.12477	0.09560884	SCNN1A	
LOC647435	5.76E-01	4.08E-01	0.832511	-6.12482	0.0092196	LOC647435	
HS.183831	5.76E-01	4.08E-01	-0.832384	-6.12492	-0.00987879	HS.183831	
LOC728411	5.76E-01	4.08E-01	0.832278	-6.12501	0.04799427	LOC728411	
HS.549460	5.77E-01	4.08E-01	0.832002	-6.12524	0.00894562	HS.549460	
FOXB2	5.77E-01	4.08E-01	0.831999	-6.12524	0.01113313	FOXB2	
DMRTB1	5.77E-01	4.08E-01	-0.831867	-6.12535	-0.03189025	DMRTB1	
FLJ36492	5.77E-01	4.08E-01	-0.831857	-6.12535	-0.08630853	FLJ36492	
SNORD103A	5.77E-01	4.08E-01	-0.831846	-6.12536	-0.00964634	SNORD103A	
MAST2	5.77E-01	4.08E-01	0.831741	-6.12545	0.03765901	MAST2	
ALDH7A1	5.77E-01	4.08E-01	0.83174	-6.12545	0.07006928	ALDH7A1	
LOC646870	5.77E-01	4.08E-01	-0.831564	-6.12559	-0.00972009	LOC646870	
ZSCAN10	5.77E-01	4.08E-01	-0.831333	-6.12578	-0.00951461	ZSCAN10	
LOC440487	5.77E-01	4.08E-01	0.831324	-6.12579	0.0244892	LOC440487	
ANXA8L1	5.77E-01	4.08E-01	0.831173	-6.12591	0.01200581	ANXA8L1	
LOC375748	5.77E-01	4.08E-01	-0.831117	-6.12596	-0.01771199	LOC375748	
TMEM184B	5.77E-01	4.08E-01	0.831098	-6.12597	0.06874985	TMEM184B	
LOC645339	5.77E-01	4.09E-01	-0.830975	-6.12607	-0.05548401	LOC645339	
LOC644813	5.77E-01	4.09E-01	-0.830963	-6.12608	-0.00930945	LOC644813	
JMY	5.77E-01	4.09E-01	-0.830823	-6.1262	-0.04112399	JMY	
FAM13B	5.77E-01	4.09E-01	-0.830474	-6.12648	-0.07328292	FAM13B	
HS.547985	5.77E-01	4.09E-01	0.830434	-6.12651	0.01363443	HS.547985	
TAF5L	5.77E-01	4.09E-01	-0.830378	-6.12656	-0.02055689	TAF5L	
SVIP	5.77E-01	4.09E-01	-0.83034	-6.12659	-0.00949679	SVIP	
C18ORF56	5.77E-01	4.09E-01	0.83023	-6.12668	0.11849007	C18ORF56	
HS.582939	5.77E-01	4.09E-01	0.830214	-6.12669	0.01069878	HS.582939	
FHAD1	5.78E-01	4.09E-01	-0.829954	-6.1269	-0.01012343	FHAD1	
RHOXF2B	5.78E-01	4.09E-01	0.829775	-6.12705	0.0097065	RHOXF2B	
FAM22A	5.78E-01	4.09E-01	-0.829507	-6.12727	-0.00707066	FAM22A	
LOC642738	5.78E-01	4.09E-01	0.829494	-6.12728	0.01688711	LOC642738	
HS.540858	5.78E-01	4.09E-01	0.829424	-6.12733	0.01409061	HS.540858	
HS.540572	5.78E-01	4.09E-01	0.829304	-6.12743	0.01177289	HS.540572	
MTERFD3	5.78E-01	4.10E-01	-0.829213	-6.12751	-0.01320078	MTERFD3	
LOC648480	5.78E-01	4.10E-01	0.829186	-6.12753	0.01467118	LOC648480	
LOC340900	5.78E-01	4.10E-01	-0.829116	-6.12758	-0.00997898	LOC340900	
HS.190748	5.78E-01	4.10E-01	-0.82907	-6.12762	-0.02042038	HS.190748	
LOC642653	5.78E-01	4.10E-01	0.828852	-6.1278	0.00916621	LOC642653	
SNORD113-3	5.78E-01	4.10E-01	0.828799	-6.12784	0.01173085	SNORD113-3	
LIN28	5.78E-01	4.10E-01	0.828742	-6.12789	0.01016619	LIN28	
PRSS37	5.78E-01	4.10E-01	-0.828716	-6.12791	-0.00858549	PRSS37	
SLC25A45	5.78E-01	4.10E-01	0.828573	-6.12803	0.01802286	SLC25A45	
HS.566428	5.79E-01	4.10E-01	0.828341	-6.12821	0.01293043	HS.566428	
HS.62927	5.79E-01	4.10E-01	0.828322	-6.12823	0.01362119	HS.62927	
CXORF52	5.79E-01	4.10E-01	-0.828117	-6.12839	-0.01038531	CXORF52	
OR4F4	5.79E-01	4.10E-01	0.828094	-6.12841	0.00771062	OR4F4	
DEFB121	5.79E-01	4.10E-01	-0.828064	-6.12844	-0.00996831	DEFB121	
ZNF492	5.79E-01	4.10E-01	0.828062	-6.12844	0.00723063	ZNF492	
LOC642121	5.79E-01	4.10E-01	-0.827876	-6.12859	-0.01004044	LOC642121	
RNF207	5.79E-01	4.10E-01	-0.82787	-6.1286	-0.03400659	RNF207	
HS.568659	5.79E-01	4.10E-01	0.827821	-6.12864	0.01394047	HS.568659	
PKHD1	5.79E-01	4.10E-01	0.827708	-6.12873	0.00588992	PKHD1	
SNX9	5.79E-01	4.10E-01	-0.827702	-6.12873	-0.01481527	SNX9	
LOC643491	5.79E-01	4.10E-01	0.827693	-6.12874	0.01297053	LOC643491	
LOC643836	5.79E-01	4.10E-01	0.82769	-6.12874	0.0094937	LOC643836	
MIR1276	5.79E-01	4.11E-01	0.827452	-6.12893	0.01157133	MIR1276	
LOC400858	5.79E-01	4.11E-01	-0.827433	-6.12895	-0.01160916	LOC400858	
LOC100129977	5.79E-01	4.11E-01	0.827308	-6.12905	0.00891558	LOC100129977	
P2RX6	5.79E-01	4.11E-01	0.827095	-6.12922	0.09053329	P2RX6	
CDCA4	5.79E-01	4.11E-01	-0.82709	-6.12923	-0.01269933	CDCA4	
LOC100131744	5.79E-01	4.11E-01	-0.827032	-6.12928	-0.04584854	LOC100131744	
MIR212	5.79E-01	4.11E-01	-0.827022	-6.12928	-0.01166048	MIR212	
FGF7	5.79E-01	4.11E-01	0.826903	-6.12938	0.01096659	FGF7	
LOC653123	5.79E-01	4.11E-01	0.826803	-6.12946	0.01084769	LOC653123	
LOC100128613	5.79E-01	4.11E-01	0.826763	-6.12949	0.01113476	LOC100128613	
MIR654	5.79E-01	4.11E-01	0.826724	-6.12953	0.00885729	MIR654	
HIST1H3B	5.79E-01	4.11E-01	0.826629	-6.1296	0.00978754	HIST1H3B	
LOC400879	5.79E-01	4.11E-01	-0.826577	-6.12964	-0.01432498	LOC400879	
PRAMEF13	5.80E-01	4.11E-01	-0.826025	-6.13009	-0.00891742	PRAMEF13	
LOC727914	5.80E-01	4.11E-01	0.825964	-6.13014	0.04016316	LOC727914	
AIM1L	5.80E-01	4.11E-01	0.825944	-6.13016	0.00461112	AIM1L	
LOC645123	5.80E-01	4.11E-01	-0.825933	-6.13017	-0.00887387	LOC645123	
PDE6B	5.80E-01	4.11E-01	-0.825817	-6.13026	-0.03971345	PDE6B	
LOC642960	5.80E-01	4.11E-01	0.825802	-6.13027	0.0141743	LOC642960	
SCCPDH	5.80E-01	4.11E-01	-0.825729	-6.13033	-0.03745897	SCCPDH	
LOC645126	5.80E-01	4.12E-01	0.82566	-6.13039	0.01754311	LOC645126	
