gene	mean	median	longest_isoform	merged
ENSG00000274615	1300	1300	1300	1300
ENSG00000274211	4118	2051	8258	9005
ENSG00000280349	351	351	351	351
ENSG00000214819	910	910	1048	1048
ENSG00000278505	1797	1797	1920	1920
ENSG00000230528	2097	2097	3328	3643
ENSG00000183153	4086	4086	4086	4086
ENSG00000108306	2788	1679	10332	11053
ENSG00000141741	1109	875	1999	2037
ENSG00000204952	2303	2303	2303	2303
ENSG00000141756	1275	837	2826	4211
ENSG00000108576	3879	4247	6604	6983
ENSG00000266433	2380	2513	3083	4659
ENSG00000188895	1824	1401	5035	7725
ENSG00000285559	972	972	972	972
ENSG00000227255	416	416	416	416
ENSG00000265666	1790	1790	1790	1790
ENSG00000264874	109	109	109	109
ENSG00000131759	1637	1530	3275	4743
ENSG00000275185	542	542	542	542
ENSG00000262074	791	791	791	791
ENSG00000266925	1519	1519	1519	1519
ENSG00000126353	1611	1874	2173	2508
ENSG00000237382	465	465	465	465
ENSG00000275480	248	248	248	248
ENSG00000277426	209	209	209	209
ENSG00000266599	408	408	408	408
ENSG00000265799	659	659	784	982
ENSG00000264663	1044	1044	1044	1044
ENSG00000177302	1671	746	6596	8224
ENSG00000175832	1386	1628	2335	3515
ENSG00000277363	3458	4635	7065	11665
ENSG00000279337	200	200	200	200
ENSG00000141744	818	821	958	1162
ENSG00000002834	2081	1482	4023	7061
ENSG00000176749	1858	962	3948	3948
ENSG00000265713	955	955	955	955
ENSG00000266877	568	568	568	568
ENSG00000263368	838	838	838	838
ENSG00000231258	2038	2038	2038	2038
ENSG00000264125	697	697	697	697
ENSG00000228157	1217	1176	1921	3097
ENSG00000266042	109	109	109	109
ENSG00000263466	437	437	437	437
ENSG00000226521	945	945	1173	1500
ENSG00000167914	1409	1546	2135	2244
ENSG00000265646	1347	1347	1347	1347
ENSG00000263874	3692	3692	3692	3692
ENSG00000279806	1736	1736	1736	1736
ENSG00000278918	2491	2491	2491	2491
ENSG00000263717	420	420	420	420
ENSG00000265739	546	546	546	546
ENSG00000172057	1114	573	2230	3752
ENSG00000266736	541	541	541	541
ENSG00000141696	1250	692	2791	3683
ENSG00000264930	316	316	316	316
ENSG00000131746	1842	1386	4087	4873
ENSG00000230197	420	428	440	699
ENSG00000172301	772	868	1062	1379
ENSG00000228000	748	748	748	748
ENSG00000186566	2661	686	8109	9737
ENSG00000235554	1034	1034	1034	1034
ENSG00000189423	2322	1192	6715	8282
ENSG00000266088	924	1014	1016	1332
ENSG00000131471	2069	2392	4011	4524
ENSG00000263433	397	397	397	397
ENSG00000176994	8297	8297	8297	8297
ENSG00000188522	3243	3661	5226	7836
ENSG00000141698	1017	978	1729	2851
ENSG00000229586	2662	2662	2662	2662
ENSG00000131482	1713	1042	4164	4365
ENSG00000214546	761	761	907	956
ENSG00000131748	1177	673	3451	5852
ENSG00000260907	840	840	840	840
ENSG00000214822	1228	1147	1939	2351
ENSG00000005102	1677	1206	2674	2674
ENSG00000266448	292	292	292	292
ENSG00000067596	2556	739	6215	10439
ENSG00000266120	224	224	224	224
ENSG00000173805	2713	3880	5683	6223
ENSG00000265337	475	475	475	475
ENSG00000125686	3327	2870	8137	8608
ENSG00000279775	1473	1473	1473	1473
ENSG00000141753	2205	2205	2205	2205
ENSG00000251550	308	308	308	308
ENSG00000240074	574	574	574	574
ENSG00000264435	514	514	514	514
ENSG00000266677	1335	1335	2158	2279
ENSG00000264422	353	353	353	353
ENSG00000182271	1175	1175	1226	1228
ENSG00000126581	1077	632	4865	6414
ENSG00000237888	468	468	468	468
ENSG00000266111	419	419	419	419
ENSG00000266718	3151	3151	3822	4060
ENSG00000259928	1520	1520	1520	1520
ENSG00000175906	1578	1578	1578	1578
ENSG00000176563	1390	904	3252	3347
ENSG00000170689	2586	2586	2586	2586
ENSG00000265443	460	460	460	460
ENSG00000265916	634	634	634	634
ENSG00000264655	487	487	487	487
ENSG00000197566	1984	605	4241	5093
ENSG00000235530	1112	1152	1698	2065
ENSG00000231421	845	624	1352	1787
ENSG00000182557	987	682	1877	2432
ENSG00000235300	663	619	902	1570
ENSG00000183688	3621	3621	3621	3621
ENSG00000266341	192	192	192	192
ENSG00000262202	637	637	637	637
ENSG00000239552	845	845	845	845
ENSG00000267261	766	694	958	1199
ENSG00000176390	1062	603	2873	4388
ENSG00000264019	434	434	473	527
ENSG00000265046	397	397	397	397
ENSG00000263477	893	893	893	893
ENSG00000264837	823	823	823	823
ENSG00000173801	1394	932	3505	4942
ENSG00000266190	291	291	291	291
ENSG00000264058	3722	3722	4942	5393
ENSG00000266775	771	771	771	771
ENSG00000263045	187	187	187	187
ENSG00000126562	1846	1099	4199	5287
ENSG00000279781	613	613	613	613
ENSG00000229637	532	532	560	640
ENSG00000267151	506	506	506	506
ENSG00000231870	1262	1262	1262	1262
ENSG00000265746	1329	1329	1329	1329
ENSG00000251239	510	510	510	510
ENSG00000237328	724	724	724	724
ENSG00000264943	1082	1082	1082	1082
ENSG00000266490	462	462	462	462
ENSG00000249906	1221	1221	1221	1221
ENSG00000279036	3578	3578	3578	3578
ENSG00000223979	564	564	564	564
ENSG00000108848	1056	594	6987	8136
ENSG00000132530	987	588	3417	6615
ENSG00000159182	382	382	382	382
ENSG00000262823	708	696	854	1059
ENSG00000263603	577	577	789	894
ENSG00000267482	94	94	94	94
ENSG00000108349	1306	647	3890	6368
ENSG00000167183	1524	1524	1524	1524
ENSG00000251665	658	658	789	1229
ENSG00000263531	831	831	831	831
ENSG00000278765	590	590	590	590
ENSG00000278346	880	880	880	880
ENSG00000244559	144	144	144	144
ENSG00000263657	576	576	576	576
ENSG00000176208	4536	4051	6873	7079
ENSG00000126368	2630	2630	2630	2630
ENSG00000266222	333	333	333	333
ENSG00000108651	1294	694	4330	6388
ENSG00000265791	308	308	308	308
ENSG00000249870	332	332	332	332
ENSG00000265863	1591	1591	1591	1591
ENSG00000248883	307	307	307	307
ENSG00000263787	687	687	687	687
ENSG00000131480	2624	2624	2677	2677
ENSG00000263715	1627	1627	2695	2771
ENSG00000182742	2002	2002	2002	2002
ENSG00000265334	638	638	638	638
ENSG00000173991	771	771	960	960
ENSG00000250462	2090	815	4742	5202
ENSG00000227011	770	770	835	842
ENSG00000154945	1860	848	4166	4831
ENSG00000108465	1061	647	2759	6077
ENSG00000278963	2151	2151	2151	2151
ENSG00000108798	1255	1247	1718	2272
ENSG00000248895	195	195	195	195
ENSG00000233380	882	882	882	882
ENSG00000266601	335	335	335	335
ENSG00000173714	2805	2805	3417	3800
ENSG00000108960	1612	1619	2641	3193
ENSG00000159202	1403	767	4250	5715
ENSG00000243521	905	905	905	905
ENSG00000189120	3812	3812	3824	4045
ENSG00000230148	619	629	806	1559
ENSG00000241157	360	360	360	360
ENSG00000276250	424	424	424	424
ENSG00000267131	470	470	470	470
ENSG00000242207	390	390	566	669
ENSG00000183978	1077	1077	1374	1931
ENSG00000251461	432	432	432	432
ENSG00000270264	538	538	538	538
ENSG00000167083	767	836	993	1689
ENSG00000263567	505	505	505	505
ENSG00000005243	601	638	914	1866
ENSG00000262039	382	382	382	382
ENSG00000228983	617	500	945	1402
ENSG00000242439	418	418	418	418
ENSG00000284242	606	606	606	606
ENSG00000249658	585	585	585	585
ENSG00000271626	382	382	382	382
ENSG00000108846	1655	785	5693	9615
ENSG00000005884	1677	713	5479	9802
ENSG00000073584	2323	2319	8466	18470
ENSG00000120068	1140	743	2176	2404
ENSG00000213373	1032	579	1958	2167
ENSG00000279199	2228	2228	2228	2228
ENSG00000184502	465	465	465	465
ENSG00000241788	230	230	230	230
ENSG00000277532	421	421	421	421
ENSG00000270870	482	482	482	482
ENSG00000263990	488	488	488	488
ENSG00000262006	492	492	492	492
ENSG00000011260	805	592	1876	2703
ENSG00000248278	511	511	738	897
ENSG00000261873	1206	566	2789	3506
ENSG00000267104	1841	1841	1841	1841
ENSG00000261976	457	457	457	457
ENSG00000262079	1763	1763	1763	1763
ENSG00000265000	1811	1811	1811	1811
ENSG00000262967	670	670	670	670
ENSG00000264057	438	453	599	968
ENSG00000267659	1016	529	2616	3686
ENSG00000248702	286	286	286	286
ENSG00000227694	471	471	471	471
ENSG00000264451	701	701	701	701
ENSG00000267207	429	429	429	429
ENSG00000108423	1206	1090	2491	3333
ENSG00000141200	2267	2267	2267	2267
ENSG00000233101	513	478	743	1913
ENSG00000108443	1846	814	5479	7697
ENSG00000262518	768	768	768	768
ENSG00000154975	1898	2276	3179	4437
ENSG00000075429	4440	1819	10576	10576
ENSG00000011052	1036	1021	1193	1241
ENSG00000189050	1205	884	2122	3399
ENSG00000267184	181	181	181	181
ENSG00000287664	401	401	401	401
ENSG00000265664	229	229	229	229
ENSG00000121068	3081	3388	5218	6082
ENSG00000257178	2630	2630	2630	2630
ENSG00000285879	1426	1426	1426	1426
ENSG00000271239	627	627	627	627
ENSG00000108984	2736	1512	13405	16660
ENSG00000154229	2851	1733	8964	11175
ENSG00000267526	1447	1447	1447	1447
ENSG00000275562	618	618	618	618
ENSG00000266934	694	694	716	1329
ENSG00000263680	833	833	833	833
ENSG00000266501	419	419	419	419
ENSG00000267452	2284	2461	3991	7433
ENSG00000267449	247	247	247	247
ENSG00000283517	703	703	703	703
ENSG00000231749	572	550	838	2990
ENSG00000264243	816	816	816	816
ENSG00000240995	468	468	468	468
ENSG00000267250	518	518	518	518
ENSG00000141198	1180	754	2442	7275
ENSG00000266765	419	419	419	419
ENSG00000242067	579	579	579	579
ENSG00000263317	308	308	308	308
ENSG00000264907	545	545	545	545
ENSG00000266707	546	546	546	546
ENSG00000267302	1147	1147	1603	2137
ENSG00000263647	492	492	492	492
ENSG00000267109	734	734	734	734
ENSG00000262384	482	482	482	482
ENSG00000064300	1983	1840	3408	4141
ENSG00000267653	584	584	584	584
ENSG00000280299	625	625	625	625
ENSG00000279743	2138	2138	2138	2138
ENSG00000266992	1412	1412	1412	1412
ENSG00000243514	394	394	394	394
ENSG00000275860	421	421	421	421
ENSG00000265218	490	559	631	1357
ENSG00000272763	695	436	1270	1596
ENSG00000265883	164	164	164	164
ENSG00000141232	1531	1467	2238	2521
ENSG00000249383	1436	1436	1723	1992
ENSG00000186074	1298	1414	1825	2161
ENSG00000266155	257	257	257	257
ENSG00000264421	380	380	380	380
ENSG00000176160	4118	4118	4118	4118
ENSG00000266473	689	689	689	689
ENSG00000108370	1767	2158	2736	7051
ENSG00000226364	682	682	682	682
ENSG00000264895	2170	2170	2170	2170
ENSG00000264491	460	460	460	460
ENSG00000263199	495	495	495	495
ENSG00000075461	3583	3583	3583	3583
ENSG00000159210	838	700	2044	4995
ENSG00000271101	1256	1256	1256	1256
ENSG00000091583	759	727	1174	1332
ENSG00000264196	624	624	624	624
ENSG00000236319	629	629	669	1124
ENSG00000250976	156	156	156	156
ENSG00000069188	4613	4638	11079	11963
ENSG00000227517	845	469	3085	4454
ENSG00000263574	1408	1409	1677	2458
ENSG00000288006	1799	1799	1799	1799
ENSG00000263893	889	889	889	889
ENSG00000267471	349	349	349	349
ENSG00000265927	530	530	583	1027
ENSG00000108878	1302	1302	1302	1302
ENSG00000109062	1070	841	1993	2339
ENSG00000197170	1454	851	4356	5342
ENSG00000109065	778	583	1993	4067
ENSG00000264659	2420	3369	3370	3373
ENSG00000286997	4221	4221	4221	4221
ENSG00000238283	1693	1693	1693	1693
ENSG00000234721	1485	1429	2472	3077
ENSG00000177338	754	645	1256	2328
ENSG00000249982	650	650	650	650
ENSG00000242407	532	532	532	532
ENSG00000225818	496	496	561	570
ENSG00000266357	985	1090	1342	2181
ENSG00000260027	789	528	1363	1520
ENSG00000263125	485	485	485	485
ENSG00000161509	3263	2929	6516	8584
ENSG00000263520	277	277	277	277
ENSG00000244649	1191	961	2091	3858
ENSG00000267137	552	552	552	552
ENSG00000263096	1740	1740	1740	1740
ENSG00000262135	719	719	719	719
ENSG00000280852	799	799	1161	1161
ENSG00000187504	746	746	746	746
ENSG00000266036	565	565	565	565
ENSG00000180901	1374	815	3657	5279
ENSG00000286435	1233	1233	1233	1233
ENSG00000198265	2797	709	13817	15680
ENSG00000283376	786	786	786	786
ENSG00000167291	2928	961	10960	11579
ENSG00000285648	1021	1021	1021	1021
ENSG00000213180	314	314	314	314
ENSG00000166260	1456	1054	3244	7103
ENSG00000108468	1181	695	2422	3044
ENSG00000108510	2514	909	10461	12673
ENSG00000264093	234	234	234	234
ENSG00000229980	1106	690	2403	3539
ENSG00000272346	112	112	112	112
ENSG00000230532	483	483	483	483
ENSG00000264750	173	173	173	173
ENSG00000264734	418	418	480	720
ENSG00000082641	1449	564	4839	5883
ENSG00000266644	560	560	560	560
ENSG00000108671	1390	626	3850	7083
ENSG00000267295	569	569	569	569
ENSG00000264701	531	531	531	531
ENSG00000108511	1118	1072	1960	2604
ENSG00000264754	612	612	612	612
ENSG00000120094	1724	1724	2034	2486
ENSG00000263189	2389	2389	2389	2389
ENSG00000109066	2055	1740	4703	4941
ENSG00000108924	1688	1251	5721	6776
ENSG00000275516	330	330	330	330
ENSG00000034152	1146	607	2401	3775
ENSG00000264985	2843	2415	4315	4838
ENSG00000264630	1065	616	2113	2647
ENSG00000285829	1893	1893	1893	1893
ENSG00000273982	393	393	393	393
ENSG00000141293	1015	739	1687	2646
ENSG00000285877	2511	2511	2511	2511
ENSG00000265289	591	591	591	591
ENSG00000279133	3819	3819	3819	3819
ENSG00000283045	663	663	663	663
ENSG00000131747	1626	579	5695	6374
ENSG00000272006	112	112	112	112
ENSG00000285822	1157	1157	1157	1157
ENSG00000215769	2025	2025	2732	3038
ENSG00000262343	324	324	324	324
ENSG00000271974	136	136	136	136
ENSG00000167434	767	689	1123	2418
ENSG00000267123	1008	925	2246	4576
ENSG00000266066	3668	3668	3668	3668
ENSG00000187013	1530	1530	1530	1530
ENSG00000265912	2474	2474	2474	2474
ENSG00000267770	582	582	582	582
ENSG00000172794	2009	1924	3804	5072
ENSG00000264172	599	599	599	599
ENSG00000285939	1307	1307	1446	2368
ENSG00000181523	1180	581	5562	6661
ENSG00000261965	373	373	373	373
ENSG00000274378	416	416	416	416
ENSG00000263798	1615	1615	2655	2801
ENSG00000229330	484	484	484	484
ENSG00000159199	709	568	2214	2615
ENSG00000226096	149	149	149	149
ENSG00000121075	1456	941	3394	3996
ENSG00000285535	2380	2380	2722	4431
ENSG00000187775	3433	1687	13725	16110
ENSG00000120063	3875	3875	6249	6431
ENSG00000169696	1552	1035	5503	12097
ENSG00000266876	1000	1000	1000	1000
ENSG00000186407	2036	2036	3503	3754
ENSG00000141570	1443	721	3752	4125
ENSG00000262768	607	607	607	607
ENSG00000224254	480	480	480	480
ENSG00000272134	91	91	91	91
ENSG00000262585	5271	5271	5271	5271
ENSG00000159217	2110	761	8796	9631
ENSG00000263252	708	708	708	708
ENSG00000265784	456	456	456	456
ENSG00000265935	403	403	403	403
ENSG00000062716	1036	606	4325	6854
ENSG00000266821	2927	2927	2927	2927
ENSG00000232457	1059	1059	1059	1059
ENSG00000266076	1616	1616	1616	1616
ENSG00000279059	1667	1667	1667	1667
ENSG00000241913	170	170	170	170
ENSG00000011258	2622	2163	5365	7184
ENSG00000170832	1453	668	6937	9522
ENSG00000141582	1078	604	2675	2891
ENSG00000288036	771	771	771	771
ENSG00000265246	614	614	614	614
ENSG00000262271	1183	1183	1183	1183
ENSG00000270781	301	301	301	301
ENSG00000272220	118	118	118	118
ENSG00000231625	820	820	1150	1483
ENSG00000271587	310	310	310	310
ENSG00000235546	1342	1342	1342	1342
ENSG00000154240	1123	574	3517	7899
ENSG00000275710	206	206	206	206
ENSG00000267318	481	481	481	481
ENSG00000262772	2598	2598	2606	3495
ENSG00000279089	3213	3213	3213	3213
ENSG00000266598	537	537	537	537
ENSG00000141568	1720	782	5243	9986
ENSG00000262094	1104	791	2409	2625
ENSG00000267432	2318	2081	4597	7659
ENSG00000265982	96	96	96	96
ENSG00000232938	1361	1361	2256	2256
ENSG00000279143	3504	3504	3504	3504
ENSG00000228118	459	459	459	459
ENSG00000154265	2533	1774	8252	13158
ENSG00000166263	3191	1667	15590	18055
ENSG00000286387	2188	2188	2188	2188
ENSG00000272400	343	343	343	343
ENSG00000267095	542	542	542	542
ENSG00000262902	625	625	625	625
ENSG00000181045	1140	714	2888	4903
ENSG00000173838	1767	1547	3338	4920
ENSG00000267440	1476	1476	1476	1476
ENSG00000141179	1856	1914	3932	5808
ENSG00000264958	1229	1229	1229	1229
ENSG00000263860	280	280	280	280
ENSG00000141298	2455	965	9484	12696
ENSG00000260785	1285	1115	2096	2887
ENSG00000166292	1023	645	1962	2906
ENSG00000159224	716	716	716	716
ENSG00000180340	3779	3779	3779	3779
ENSG00000250838	428	428	428	428
ENSG00000263882	290	290	290	290
ENSG00000252456	121	121	121	121
ENSG00000274860	282	282	282	282
ENSG00000251812	99	99	99	99
ENSG00000200914	108	108	108	108
ENSG00000251829	115	115	115	115
ENSG00000206730	109	109	109	109
ENSG00000274111	66	66	66	66
ENSG00000207839	96	96	96	96
ENSG00000277947	218	218	218	218
ENSG00000281000	217	217	217	217
ENSG00000273948	157	157	157	157
ENSG00000274836	161	161	161	161
ENSG00000264468	70	70	70	70
ENSG00000283301	54	54	54	54
ENSG00000263815	295	295	295	295
ENSG00000251818	138	138	138	138
ENSG00000202389	135	135	135	135
ENSG00000207132	102	102	102	102
ENSG00000201255	104	104	104	104
ENSG00000212618	75	75	75	75
ENSG00000263583	87	87	87	87
ENSG00000252657	126	126	126	126
ENSG00000239129	104	104	104	104
ENSG00000202026	101	101	101	101
ENSG00000252112	64	64	64	64
ENSG00000222679	107	107	107	107
ENSG00000283772	73	73	73	73
ENSG00000274663	87	87	87	87
ENSG00000275006	102	102	102	102
ENSG00000274284	102	102	102	102
ENSG00000284144	69	69	69	69
ENSG00000274621	67	67	67	67
ENSG00000238793	104	104	104	104
ENSG00000283721	78	78	78	78
ENSG00000241631	272	272	272	272
ENSG00000252699	136	136	136	136
ENSG00000252618	88	88	88	88
ENSG00000199293	132	132	132	132
ENSG00000212190	96	96	96	96
ENSG00000222881	107	107	107	107
ENSG00000222363	124	124	124	124
ENSG00000201178	111	111	111	111
ENSG00000265178	67	67	67	67
ENSG00000253064	106	106	106	106
ENSG00000202205	101	101	101	101
ENSG00000284162	69	69	69	69
ENSG00000222777	141	141	141	141
ENSG00000201920	107	107	107	107
ENSG00000239542	279	279	279	279
ENSG00000207011	96	96	96	96
ENSG00000283935	94	94	94	94
ENSG00000252882	99	99	99	99
ENSG00000252279	107	107	107	107
ENSG00000252729	106	106	106	106
ENSG00000252039	98	98	98	98
ENSG00000278447	64	64	64	64
ENSG00000277084	192	192	192	192
ENSG00000284344	80	80	80	80
ENSG00000284399	75	75	75	75
ENSG00000278109	288	288	288	288
ENSG00000206805	102	102	102	102
ENSG00000251763	104	104	104	104
ENSG00000221739	85	85	85	85
ENSG00000244514	294	294	294	294
ENSG00000263602	68	68	68	68
ENSG00000210741	70	70	70	70
ENSG00000277057	64	64	64	64
ENSG00000207947	87	87	87	87
ENSG00000207306	107	107	107	107
ENSG00000273750	127	127	127	127
ENSG00000200538	216	216	216	216
ENSG00000277542	81	81	81	81
ENSG00000278672	81	81	81	81
ENSG00000206954	107	107	107	107
ENSG00000284038	110	110	110	110
ENSG00000201524	107	107	107	107
ENSG00000200903	160	160	160	160
ENSG00000238804	104	104	104	104
ENSG00000201340	117	117	117	117
ENSG00000212565	128	128	128	128
ENSG00000264049	81	81	81	81
ENSG00000252577	131	131	131	131
ENSG00000255851	269	269	269	269
ENSG00000251764	82	82	82	82
ENSG00000273500	109	109	109	109
ENSG00000252636	104	104	104	104
ENSG00000244044	292	292	292	292
ENSG00000278581	66	66	66	66
ENSG00000252242	55	55	55	55
ENSG00000252685	104	104	104	104
ENSG00000284172	73	73	73	73
ENSG00000251698	115	115	115	115
ENSG00000207943	97	97	97	97
ENSG00000207123	102	102	102	102
ENSG00000251809	329	329	329	329
ENSG00000200783	330	330	330	330
ENSG00000238759	63	63	63	63
ENSG00000252274	137	137	137	137
ENSG00000242398	280	280	280	280
ENSG00000200842	113	113	113	113
ENSG00000200107	111	111	111	111
ENSG00000252653	106	106	106	106
ENSG00000200619	119	119	119	119
ENSG00000201547	108	108	108	108
ENSG00000264840	281	281	281	281
ENSG00000244610	268	268	268	268
ENSG00000243426	243	243	243	243
ENSG00000207410	139	139	139	139
ENSG00000263690	97	97	97	97
ENSG00000207688	97	97	97	97
ENSG00000284190	72	72	72	72
ENSG00000284186	87	87	87	87
ENSG00000212149	128	128	128	128
ENSG00000266967	675	648	1320	3704
ENSG00000108825	1342	1670	2150	2383
ENSG00000279917	2546	2546	2546	2546
ENSG00000279361	1200	1200	1200	1200
ENSG00000288109	748	748	748	748
ENSG00000130935	1096	612	2844	4615
ENSG00000200394	131	131	131	131
ENSG00000266858	862	862	862	862
ENSG00000213179	541	541	541	541
ENSG00000266717	709	709	709	709
ENSG00000279573	1978	1978	1978	1978
ENSG00000279880	2139	2139	2139	2139
ENSG00000265052	275	275	275	275
ENSG00000266117	471	471	471	471
ENSG00000265055	824	672	1369	1378
ENSG00000267023	1459	371	3725	3815
ENSG00000278730	2921	2921	2921	2921
ENSG00000274561	446	446	446	446
ENSG00000277476	2735	2735	2735	2735
ENSG00000267352	930	930	930	930
ENSG00000267708	579	579	579	579
ENSG00000278740	619	619	619	619
ENSG00000267731	2919	2919	2919	2919
ENSG00000267472	676	676	676	676
ENSG00000070540	1105	828	1908	3403
ENSG00000207561	98	98	98	98
ENSG00000072210	2127	1967	5084	15331
ENSG00000264932	563	563	563	563
ENSG00000275982	94	94	94	94
ENSG00000252349	91	91	91	91
ENSG00000262681	3370	3370	3370	3370
ENSG00000264785	446	446	446	446
ENSG00000108602	1115	859	2144	3878
ENSG00000230607	964	964	964	964
ENSG00000083290	1879	594	9149	9868
ENSG00000231096	390	390	390	390
ENSG00000279251	418	418	418	418
ENSG00000276406	122	122	122	122
ENSG00000270091	578	578	681	698
ENSG00000285785	730	730	730	730
ENSG00000286732	1017	1017	1017	1017
ENSG00000279555	2098	2098	2098	2098
ENSG00000279281	2074	2074	2074	2074
ENSG00000266100	563	563	563	563
ENSG00000280028	587	587	587	587
ENSG00000263499	1412	1412	1412	1412
ENSG00000242889	286	286	286	286
